Date,AAPL,JPM,JNJ,XOM,PG,CAT,NEE,AMZN,LIN,PLD
2023-06-15,1.2812842375604108,0.9001744424480694,0.3436872977260786,0.7249182971545105,0.4498824494471922,0.9944198063198101,0.8033722476751599,1.575234873608132,0.8512897423263546,1.0804172860608217
2023-06-16,1.281189863115965,0.9003593302698496,0.3411148670299676,0.7335857744585522,0.45475993069072373,1.001448172429745,0.7919735748085909,1.5657517015032716,0.8506819044599248,1.0680137512527117
2023-06-20,1.2815305937992176,0.9104399274902598,0.3510720095082094,0.72511809461286,0.4733757827931275,0.9843323584588021,0.7770096988518506,1.5760205837675771,0.8466896310114086,1.0746564581527998
2023-06-21,1.2811382427935207,0.9102343832964395,0.35114900403475297,0.7251675902764098,0.47201833775512303,0.9839104558802791,0.774327918254971,1.5750471370625,0.8452054272430729,1.0745211447035241
2023-06-22,1.2815002073573438,0.9071926568230204,0.34402878179764723,0.6971647547607596,0.4606322792234433,0.9854720447469654,0.7683059839137011,1.587382651808111,0.8411819592210711,1.0778956146266772
2023-06-23,1.2797344345339474,0.9066742818722184,0.3443910927716227,0.6960931279246636,0.46285192114138884,0.9845161264929043,0.7711241729528768,1.5863203846469363,0.8410530150107448,1.0806800552425848
2023-06-26,1.2780152871034753,0.910553464944931,0.3410901456496478,0.7020176623664237,0.4570791173609452,0.9963426127683315,0.7641676400764948,1.583472178502874,0.8437994501360022,1.0742548025767904
2023-06-27,1.290093175265011,0.9062069941404574,0.33572169794321916,0.7020419118005781,0.4579436671542311,0.991849031556639,0.7701248634568445,1.5925376727307943,0.8485839668503975,1.071887875953545
2023-06-28,1.2902270373390188,0.905795679398168,0.33581089735355574,0.7042014595753266,0.45737754914165835,0.9929584819710232,0.7703602622158564,1.5904586193286945,0.8467375140891671,1.070485240233271
2023-06-29,1.2872662999671058,0.9160843346949409,0.32467421024300336,0.7280169977871823,0.4527977644543667,1.0036543950187402,0.7677030730584835,1.5780477846404943,0.8511798579789882,1.077130303950634
2023-06-30,1.289782204133668,0.916620389818635,0.326244329960934,0.7254240172139964,0.45624104554371764,1.0011894266661794,0.7706601864119837,1.5785320545400654,0.8490537470892541,1.0758673609111227
2023-07-03,1.287816085599221,0.9127011664859538,0.32765818529186364,0.7198071287580032,0.460089673959582,0.9967671089645684,0.777314970878722,1.575712701585479,0.8473121960870189,1.0770078377923404
2023-07-05,1.287585920483926,0.9124282112790096,0.3255873990049945,0.7163594272251812,0.4571341016769437,1.001171635232155,0.7679463585585852,1.5714194872353346,0.8538391662714471,1.0742997940621517
2023-07-06,1.2843360177740037,0.9133505663364555,0.3268252076599657,0.7247260222459033,0.45697731207584247,1.0043257214440322,0.7728699653267981,1.5711750119019499,0.855624890719312,1.0738376022018357
2023-07-07,1.284237705237181,0.9132701612753787,0.3280516230758136,0.7261087849891339,0.45821329429238145,1.0033949279225414,0.7735595005882265,1.5695393799005373,0.8546834569169943,1.0745472118884212
2023-07-10,1.2818930298724185,0.9091343778712401,0.329380416267173,0.7187423376998628,0.4609598757014895,0.9921564814055792,0.773556692389431,1.570688413250751,0.8608330289766277,1.0769441461929972
2023-07-11,1.2801193460738245,0.910475890962644,0.3281645252856276,0.7198975472439104,0.45936026043450395,0.9933207220876742,0.7738971905617533,1.5709253143109383,0.8593872573590473,1.0774664548813282
2023-07-12,1.279810676024734,0.9089228135761785,0.3287273758753495,0.7205081294980499,0.4637380950104908,0.9882770801143362,0.7810759577607834,1.566921506981648,0.868578325278858,1.0837395019618496
2023-07-13,1.2831920855072148,0.9104915092578301,0.32643574634652384,0.713324766739617,0.4618826481234699,0.9895010313678232,0.7802110757796306,1.56757574074316,0.8671073994315346,1.08559318342649
2023-07-14,1.2834989262471779,0.9093495175253645,0.3260219524451456,0.7159264554889944,0.46270513513497735,0.9895198774502224,0.7815952658152286,1.56981886812824,0.867945318420452,1.0857561357652543
2023-07-17,1.286891623268458,0.9076857672701124,0.32582736366022375,0.7141846245666876,0.461835011047552,0.9876379570574585,0.7809473752208691,1.5693240884638298,0.866469733848502,1.0837623781633667
2023-07-18,1.2918827156689252,0.8928201520971466,0.32104188839778813,0.7111038591273852,0.4667203103492777,0.9904324098380868,0.7948202304833969,1.5683171528570998,0.8600976943886929,1.075157981944977
2023-07-19,1.2895345560384532,0.8919608867523076,0.31619450302849605,0.7172314838255107,0.4649504168228056,0.9922251112515833,0.792849281259155,1.5727174176181626,0.8606335911847951,1.073272675950921
2023-07-20,1.2968568759543624,0.8888708839993502,0.3202908683645839,0.7089056459675585,0.46843851147806814,0.9824471312119318,0.7880424135633753,1.581888986163025,0.8507727509831833,1.0546910149981712
2023-07-21,1.2960994016858602,0.8898971777207165,0.3213025518725557,0.7079223841083185,0.4712956749911852,0.9832160508722901,0.7895848303400099,1.577482929284401,0.8529397301528892,1.0560751667534776
2023-07-24,1.2954560033042735,0.892089751208936,0.32156309832188745,0.7153978013988562,0.4724086937839417,0.9847069458271794,0.7889112487102233,1.576051880270275,0.8513982519701511,1.0571978596234726
2023-07-25,1.2965088392512947,0.8921250186501146,0.32413126976279244,0.7148995112618469,0.4780517271177992,0.983702624588778,0.795761833027518,1.5752477821956208,0.8527293592913132,1.0625857465994502
2023-07-26,1.296603839342398,0.8919642488360883,0.32405114025044884,0.7143688601752072,0.4779021089910098,0.9837303669206898,0.7958930652653461,1.575662515464977,0.8527670932163095,1.0620959451832388
2023-07-27,1.298288419925311,0.8910817015120717,0.3262206741261057,0.7142505548409127,0.48220186286459843,0.9851156580791913,0.7965498336717456,1.5619337731885028,0.8550186627117945,1.0718704036534945
2023-07-28,1.2984310793023635,0.8960113499096017,0.33477100467238147,0.7072705424697779,0.49068325443581357,0.9878319610270258,0.8035901064720696,1.556564761174498,0.8625331675752962,1.0877869577263133
2023-07-31,1.3026394389921767,0.9013211789136787,0.3331574150491583,0.7070720640323479,0.48711885066530347,0.9879117344963121,0.7894726213680933,1.5594239001276005,0.8589188317794152,1.0790929054130318
2023-08-01,1.2972171111727329,0.9052428100627007,0.3333832846069628,0.6932444770136406,0.5144015625974456,0.9636408970131722,0.795001092071328,1.5279421980998775,0.8576302684262579,1.0846001570922905
2023-08-02,1.2960710071572006,0.9044114339413057,0.3287616154468695,0.6924185953900394,0.5134733151319216,0.9588182170096111,0.792811079888115,1.5306168794988984,0.8577746381204822,1.0791316017524961
2023-08-03,1.2962465305487514,0.9016278968653115,0.32762848057338473,0.6907641517392787,0.5124556257837526,0.9498362801494893,0.7968383202892552,1.5300830150453433,0.857704782857267,1.0778180769733599
2023-08-04,1.2952551378574635,0.9034847028203091,0.3268402058460134,0.7091303439001916,0.5084066159382709,0.960989370835589,0.7991860688228369,1.5077422096763717,0.861017986581736,1.0815761754400186
2023-08-07,1.2880609412108128,0.9019855796948245,0.3315583036228631,0.705529900367974,0.5097719382794357,0.9632234692524371,0.7963576718267876,1.50987197710019,0.8638093348413989,1.0837315734188073
2023-08-08,1.286657910729415,0.904096880017605,0.33112944919731,0.7054100568193238,0.5094386335544759,0.9628350333153812,0.7957613912779982,1.510578626591192,0.8645207801077305,1.0845494466322987
2023-08-09,1.2865764990611255,0.9052992293309287,0.33057240313433706,0.7011422575238793,0.5091925071910987,0.9605656200680445,0.7935424298482402,1.5110878940615027,0.864495790453199,1.0842712771006542
2023-08-10,1.2873364826536264,0.9068569661461592,0.3307601815510846,0.703820653259134,0.5091654240332318,0.961067460253362,0.7962609148577404,1.510451448736448,0.8647114631145136,1.0866230389968963
2023-08-11,1.2880129202652992,0.9030956923787605,0.3329244300864905,0.7070270036167965,0.5098986745939065,0.9589414488749531,0.7995569969477374,1.5083842390816478,0.85872185076088,1.0930294195085604
2023-08-14,1.2882279291906693,0.9028440509335135,0.33165831426094755,0.7071705679380768,0.507970608383222,0.957908872730845,0.7981228739153412,1.5091509779196242,0.8576540516159056,1.092062598210941
2023-08-15,1.2874290547846061,0.9083692556908658,0.33989839510565106,0.7156155713882828,0.5079190560349658,0.9650113091109483,0.8011957582131862,1.5128465214448288,0.8555406515668207,1.0878153841666596
2023-08-16,1.2862244974311068,0.9081828116285556,0.339742173510662,0.7207761541097953,0.5082199268516204,0.9671240585325651,0.7984370540762956,1.5154441093561761,0.8554249894112832,1.0869187734403754
2023-08-17,1.2874773406999744,0.9087994001933867,0.3366233373682475,0.7158321823287775,0.5085854589709328,0.9649432690824202,0.7972392241979598,1.5141217929194746,0.8550786134980699,1.0885807839730164
2023-08-18,1.2912971693882453,0.9082091776046491,0.3371969821432341,0.7183414646687515,0.5083381100728641,0.964465850089667,0.7978614946205719,1.5125942008735602,0.8543373895482423,1.090668916576687
2023-08-21,1.2914098480880862,0.9081636910341265,0.33127282898452404,0.713523339913816,0.5064994193380606,0.9619213798309553,0.7948669787844653,1.5128594693166002,0.8543049635989023,1.0876409963387577
2023-08-22,1.290977222385221,0.9045403292008302,0.33932233634984016,0.7159408643462464,0.508711610173408,0.9634580187324704,0.7960903458357697,1.5093370484296174,0.850149400959508,1.0850780901380725
2023-08-23,1.296300466822515,0.9044908476212398,0.3377201143404183,0.7193699438764295,0.5150736452079591,0.9627484658890414,0.7986452773134902,1.5046422856359425,0.8418839089768556,1.086858211856005
2023-08-24,1.2999131942857842,0.8996625417828381,0.33391711694343745,0.7218558522286596,0.5128636385991107,0.9656984327512246,0.7975939198077958,1.5078474519455634,0.8377572717369727,1.0839969105644993
2023-08-25,1.3008041965896393,0.8982147763143761,0.3365072123314355,0.7239460114696905,0.5138775538377199,0.9680534054700631,0.7982979423501527,1.5082344005772101,0.8388833039697151,1.0826991945161624
2023-08-28,1.3023411030983676,0.8935034618796983,0.33217115596248165,0.7267765666165507,0.5169198635965949,0.9643611555766528,0.7987808015712831,1.504444325563218,0.8376639563035254,1.084415950511178
2023-08-29,1.3098821537156073,0.8874702137775089,0.32406674344197195,0.7367664020981664,0.507479085871236,0.9620544944452907,0.8076523758733777,1.5043612013694383,0.8278129607964733,1.0852165614616098
2023-08-30,1.310209379281087,0.8872084836097004,0.32238652186098643,0.7433731755429026,0.5071495469634133,0.9633219790902776,0.8067472099928628,1.504569308826722,0.8294012802282504,1.0851662514905085
2023-08-31,1.309651783458807,0.8912073508998001,0.3232174559864429,0.732533678935968,0.5051349816734934,0.9579949493356145,0.805098022287917,1.505998376080508,0.8287844539663604,1.0856169830829763
2023-09-01,1.3097286617509403,0.891320287216315,0.32188011934152727,0.7326698261308173,0.5020062593666081,0.9570622997508575,0.8051391883472324,1.5051138819557843,0.8288075759850324,1.085617659365338
2023-09-05,1.3087136819601703,0.8922309807644848,0.31966760927712407,0.7338698114344461,0.5028988654661871,0.9603173846061753,0.804947649579739,1.5047474868885269,0.8321430839951175,1.0882310224642662
2023-09-06,1.3150284854505412,0.8919899855771998,0.3188084917571226,0.7396427216266649,0.49827423049231107,0.9580657671728264,0.8039673805409172,1.5102864547017962,0.8309814551136435,1.0851331801752868
2023-09-07,1.3175532992571628,0.8931939420678686,0.3177700080673546,0.7394087808078841,0.4956831700940599,0.9586998974082513,0.8069163158865543,1.5068890458484183,0.8297198739805264,1.085712740348217
2023-09-08,1.3258535050345388,0.8920771377242523,0.31798167464239296,0.7523048947466989,0.4923805191054205,0.9686411325597082,0.7964151834299412,1.5073161386852456,0.8208720747793813,1.0836608148449047
2023-09-11,1.3289271446804558,0.8884469880830848,0.3189287388501472,0.748321908570849,0.49438586514169586,0.9660445422756454,0.7983323708642348,1.513525712881945,0.8233848163862131,1.0812075530602234
2023-09-12,1.3314937293603284,0.8894209158373115,0.3188028738170494,0.7398529363593644,0.4938700423053916,0.9569097629985399,0.8035675515082066,1.5127273581200489,0.8245669587002271,1.08142740908392
2023-09-13,1.3233577728491737,0.888827905315768,0.3200528613001025,0.7386388106650503,0.4931670119032202,0.9550897703052416,0.8029170348623325,1.5107981797719217,0.8190984382118071,1.0833675025430054
2023-09-14,1.3207362103671332,0.8961172170489524,0.30133691049027145,0.7529288605421882,0.4953993141205935,0.9558856477044699,0.825682606854145,1.4997061839593926,0.8263046451777124,1.0992431557706608
2023-09-15,1.3152102932896377,0.8936552168908389,0.30381207560226015,0.7537786214216741,0.49648754880641904,0.9569204407968988,0.8249436125881108,1.5037408879402738,0.8244347671351476,1.0972095206798165
2023-09-18,1.3136956167750193,0.9032428252060929,0.30622851968196596,0.745524550243593,0.49557090442535046,0.956052299823569,0.8164174471181406,1.5035281030853402,0.8227085626053948,1.0864201304408674
2023-09-19,1.3124633475006415,0.9030215200103199,0.31082111825557607,0.7425046235102919,0.4981779952628254,0.9535673807756182,0.8151986881819753,1.501985508458752,0.8237924855428231,1.083477373893897
2023-09-20,1.3116354261555978,0.9013307577730801,0.3104427357952085,0.7443159969754976,0.49821974007379377,0.9509204476813768,0.8092858973522221,1.5030831312656876,0.8308768904683073,1.0850274949681813
2023-09-21,1.3163439256151115,0.8938654135861658,0.31020278872357265,0.745597565453125,0.499365178833098,0.9510451082758795,0.8037259086602137,1.5127538575581918,0.8315471635539029,1.102769258037416
2023-09-22,1.3169389813735466,0.8862965905058611,0.3079928035989327,0.7429533637585717,0.4969463732548959,0.9393982039235818,0.7992894342903051,1.5103509896291691,0.8287591845342762,1.101497524894693
2023-09-25,1.3186159388724135,0.8849686772283368,0.3138355824452049,0.7441869065209148,0.4982404943389795,0.9387650985502195,0.7994879764817375,1.5123358737272221,0.828549289108475,1.103018061224388
2023-09-26,1.325176214099109,0.8815390465229752,0.32064357435968216,0.7136357343787272,0.5014051365330718,0.9280393297571472,0.8107137556139339,1.5192037214943996,0.827355170882571,1.1142700930927794
2023-09-27,1.3312402000600072,0.8765980522053953,0.3198990984467199,0.7078795896290168,0.5038156731708308,0.9271824405582775,0.8094435419543249,1.5295070213635293,0.8234575950344001,1.1036179242739648
2023-09-28,1.3310836582063454,0.876973135274065,0.31902640678326327,0.7078731949497759,0.49963453004270436,0.9281101308170175,0.8007907572285917,1.5277533576055153,0.8235506763743924,1.102458686111526
2023-09-29,1.3553031778050963,0.8774710854294253,0.3180139206672579,0.695701281426555,0.5063693652547742,0.9210551279488676,0.7986986516988418,1.5250412846737644,0.8195645734785609,1.1055281186993153
2023-10-02,1.3396617553639945,0.878240589538371,0.31512835767585995,0.7049202850202875,0.495692217120536,0.9262794627226011,0.7927598366772735,1.5286373756974876,0.826967732579597,1.1038963011972442
2023-10-03,1.3289675941653767,0.874554379957207,0.3111086513812103,0.6965629906947721,0.4849780141654288,0.9265316130295027,0.7772504415215435,1.5404272267327963,0.824438082113989,1.1166810030733827
2023-10-04,1.3313934372922493,0.8670190686430216,0.31860874804632916,0.6547965502872392,0.48024161700315154,0.9042107853176244,0.7499804645870635,1.5545531148039498,0.8256992829605307,1.117916453806214
2023-10-05,1.3474947488672977,0.84536284539126,0.3119951938023772,0.638931693536338,0.4841078672833678,0.8833519896742766,0.7521408204520469,1.5574414710760187,0.8135730608806565,1.1374731359261736
2023-10-06,1.347364164568736,0.8462040109982869,0.31166277772334855,0.6326568591945009,0.48190631953423724,0.8861697951954295,0.7550875042319869,1.556776753886305,0.8126337859211726,1.1313972906731942
2023-10-09,1.3500760822643543,0.8395377940994736,0.3061874766852933,0.6531268893104736,0.47372470869334005,0.8928096066791756,0.7408972257300594,1.559619593936847,0.80760828778243,1.1225393950481708
2023-10-10,1.3493406012288938,0.8425795847067902,0.3037780762310181,0.6604777510123103,0.47003530651176806,0.910866255465329,0.7430451858990151,1.556024349381461,0.8108944596301115,1.1404377526294702
2023-10-11,1.3534294647692036,0.8412514367707623,0.30299425735407454,0.6502356726322547,0.4678344085474756,0.9136924906600445,0.750160297320535,1.5588929642027507,0.8103129378834056,1.1404797266860827
2023-10-12,1.3494349393722544,0.8340764597496546,0.30674626061948623,0.6480469099616868,0.4683425752344964,0.9185889797322307,0.7504224451393062,1.5545517757896046,0.8102484277239564,1.1519088798224733
2023-10-13,1.3501855901305762,0.832803619444175,0.3057863860346297,0.6413227305129943,0.4662362326165768,0.9192605779237365,0.7371268359246042,1.5587352637928429,0.8100438349346486,1.1508892390399443
2023-10-16,1.3460035404036996,0.7967978427975956,0.2990798072453473,0.6214287967171932,0.4652504946701917,0.9237163110876311,0.7465312684977059,1.6026362683422612,0.7902502529575369,1.159257670947684
2023-10-17,1.3459003883083853,0.8301553658074693,0.3024598844420641,0.6097318155404651,0.4660963437739277,0.9174782374318003,0.7476677139051982,1.5915428745481404,0.7831690330249342,1.1588010411788048
2023-10-18,1.3466581896469694,0.810447727158438,0.3067076514042277,0.5993586804283605,0.4427468669262241,0.950089716255133,0.7427096075906396,1.5704788447935056,0.7932920062831338,1.1415617796039892
2023-10-19,1.3459478317791977,0.8028041008505546,0.30945478357789225,0.5997263282714984,0.44250398189111023,0.9549800528789645,0.7403682341250262,1.562595417511754,0.7907985410301133,1.1469787565746246
2023-10-20,1.3475984601225794,0.8019910502625178,0.30331032443933287,0.6145245714925995,0.44392361932567254,0.9570584914438527,0.7353948449021708,1.565207602960524,0.7918657743802942,1.1318246118975288
2023-10-23,1.3498236794909868,0.8040467589746186,0.3060035959633608,0.6178617365328926,0.4405133726682137,0.9528346465557138,0.7245957112494433,1.5687662570810406,0.7919359058126528,1.1377560957124633
2023-10-24,1.352606162551033,0.771508139926291,0.2910986510797254,0.6103494745435045,0.4412133848245386,0.9180857536479848,0.7439729041797586,1.5715877158793514,0.7895525641817349,1.1573631882467235
2023-10-25,1.3497412931149058,0.7722232153839869,0.28213984577060314,0.6041446316690964,0.4347445250070854,0.924577731688468,0.7152612206519736,1.5979653165749992,0.8090121764253556,1.1695055288722578
2023-10-26,1.3558522166237277,0.7733648889231031,0.2923913142178126,0.615982675747792,0.43256757826729714,0.9229178959439969,0.6847411374593193,1.6082880479042652,0.7822073204541045,1.1388531753701265
2023-10-27,1.3497860886596578,0.7854932835084625,0.3003787842856166,0.6245100935224904,0.4389903308392718,0.9308029269163045,0.6895293345398393,1.5832208140294741,0.7902617193458534,1.1497083190624362
2023-10-30,1.3419860666569141,0.7891193180175368,0.30437171728543977,0.6244539244743049,0.44380231346935367,0.9538145516092527,0.6951517096859738,1.5843405864340478,0.7956679481179094,1.1557515827786473
2023-10-31,1.2977570357012929,0.7986887132399602,0.2982273904332388,0.6092457166761212,0.4301595077982786,0.9250479370021588,0.6676712564619378,1.690917102421636,0.7875618421598045,1.1689802031844931
2023-11-01,1.2979694536583457,0.795992615714602,0.29739265156125255,0.6076266880284087,0.42651699247482977,0.9296160524397625,0.6618785539372262,1.6962859239655392,0.7860254473549076,1.164233353016379
2023-11-02,1.2927328662599473,0.8018401482177613,0.3008277204923753,0.6261635536909181,0.42991256707414516,0.9424097812179969,0.6735999413709068,1.6684355120382888,0.780167240788892,1.1685110786867816
2023-11-03,1.2808005257526032,0.8145192662309749,0.2948613294115825,0.6145103809593967,0.4206748654011114,0.9473147991207029,0.6817838352949489,1.6558382756797176,0.7861465422687375,1.185015394403195
2023-11-06,1.2676302796104455,0.8196470010095718,0.2974918395254,0.6232948563946762,0.4195905455965117,0.9618974045074149,0.691043330004698,1.6494363253530784,0.7949211860690878,1.1960754840872454
2023-11-07,1.2793785881686175,0.8105086625324965,0.29645742274971376,0.6201824238547686,0.41250986426689973,0.9459012860881177,0.6901506311435877,1.6534215853711745,0.7791162100608441,1.205821851449062
2023-11-08,1.2828362644837499,0.8115678091151242,0.2939197615073473,0.6175465395770269,0.4081840822296771,0.9480024625675192,0.6992886972089021,1.6617175832859297,0.7766311385511722,1.205485780589239
2023-11-09,1.2809014377567083,0.8111562332270497,0.2991580667391008,0.615374001125651,0.40629813798810444,0.9461119456280923,0.712303107084776,1.6645394117689287,0.7759439285656178,1.207844588462821
2023-11-10,1.27613377320118,0.8158769611815181,0.29482673807379184,0.5854989197374627,0.41185111491976895,0.9530888631139535,0.7253191902571456,1.6521756545966646,0.7958469882643124,1.2196955921975348
2023-11-13,1.2287404324411042,0.8274641081478251,0.305279179579862,0.6319318651867868,0.3806239383939387,1.0121084162619152,0.6571946685161032,1.573961566673221,0.7967867404815357,1.164214782530197
2023-11-14,1.2169035544323972,0.8321887238471132,0.3144442719682397,0.613827665080391,0.3740541071075346,1.0144200539849941,0.6992019470088362,1.5545650350517568,0.792602756510396,1.2174304486625867
2023-11-15,1.2173948994146997,0.8311781147519152,0.32364793622205446,0.6175515229305297,0.37524939136221946,1.0192493770592834,0.6932110209747303,1.5489494301052362,0.7980205043162781,1.2087728579025367
2023-11-16,1.21727838770897,0.8374142328556533,0.3236995890428269,0.616458774246127,0.3783216188595257,1.0256395391835083,0.6886473456750882,1.5527305472005364,0.800822883901514,1.2118251232287747
2023-11-17,1.2177623281111574,0.8411296462860336,0.32771462027287,0.6150935458550149,0.3829736563206219,1.0259711859613994,0.6996474858218892,1.5504059355148423,0.8048731461910118,1.2196913727430034
2023-11-20,1.2206544174704557,0.8396252479043192,0.33178177786266216,0.6128952981532301,0.379290488274357,1.019047247235537,0.6947972529913496,1.544940112665105,0.8015908392480363,1.2183499517195142
2023-11-21,1.2214144009247758,0.8385643797057952,0.32919217214286484,0.615041434216411,0.3776846361204496,1.0194141998029427,0.6911958730747201,1.5499113368058681,0.7983287873452013,1.2153607753984939
2023-11-22,1.2173238133321127,0.8377087859230866,0.3302750239501413,0.6123882770779223,0.38208207454575904,1.0180006522675067,0.692854232304829,1.5491543216497081,0.7977976192557226,1.2179579069636157
2023-11-24,1.21878707320698,0.8355585390166829,0.3296391348638479,0.5988208975206988,0.3799297252060725,1.0126705780680472,0.6939432471445187,1.558320634055058,0.7946869808709518,1.2235998808291921
2023-11-27,1.2191045759363108,0.834197438293197,0.3305437777140967,0.6015241582478947,0.37905249474344016,1.0143431571784818,0.6902155813339756,1.5573683131814615,0.793914699800591,1.225754168565347
2023-11-28,1.2183764621220627,0.8342991169191156,0.33067988036579166,0.6013934320611171,0.3792679892016551,1.01414972762766,0.6907199272879508,1.5568778852454492,0.7939468919858759,1.2261091577289747
2023-11-29,1.212369989906508,0.8299930705268824,0.3353935750045526,0.5861342049225569,0.383834534480604,1.0145372584396115,0.6849967467185152,1.580224150765513,0.7876441829572051,1.206940700195955
2023-11-30,1.2099013340781362,0.8331724614793322,0.33732454442812126,0.5873271659257631,0.38534353890075423,1.0162562082260043,0.683919031103083,1.5772366560875561,0.7862570963205673,1.2114891925843498
2023-12-01,1.1926971089320244,0.8557684996284197,0.3421292660508794,0.6040393579584501,0.3618265366276036,1.062802230488723,0.6749334520837345,1.5846939512487548,0.8023191601460996,1.2210999008513945
2023-12-04,1.1939613324941363,0.8511976319951522,0.3407772809904759,0.604328119813894,0.36251739794714277,1.0633049537306425,0.6762104445190299,1.5862616471945898,0.8053689344726633,1.2131973080759824
2023-12-05,1.1925525529496932,0.8505658148484232,0.34100315322507047,0.6047394044029908,0.36529833294291536,1.06344551500216,0.6771083017801253,1.5842999707565097,0.8058056621065904,1.2139582150213648
2023-12-06,1.20547982624426,0.8393790955643305,0.34941319168904006,0.591340572852092,0.3617680544129748,1.065596508803556,0.6809349712802137,1.5810166091752995,0.8120613245874504,1.211063300775042
2023-12-07,1.1985678929542782,0.8485640146555962,0.33785756801046385,0.5715891232637985,0.3656318420027703,1.0619534218062399,0.6865053864003992,1.574924260917392,0.8101763590368779,1.22373799623504
2023-12-08,1.1972987832625295,0.8499659703009776,0.3375114258092616,0.5732250997941034,0.36466361496671523,1.0633085224570649,0.6863703228075257,1.57472663286444,0.8108300021136133,1.2262763904634293
2023-12-11,1.193149359797754,0.8485660841097177,0.338765562937788,0.5717281011049855,0.36351113011209757,1.063367232648476,0.685475149202765,1.5685012669895888,0.812038119249197,1.2268046608904486
2023-12-12,1.1956199165946253,0.8497447434752885,0.3363385601704557,0.5662165659280649,0.3635079473860141,1.0593003933211877,0.6810488461407775,1.567505724755243,0.8199973821077253,1.2251842237796409
2023-12-13,1.1964086777114502,0.8414841262485506,0.33106228971401047,0.554788110254031,0.3689424791028811,1.0591399777136197,0.6990679939381049,1.5634442553750372,0.7827084110242016,1.2567119809733922
2023-12-14,1.1969905346855967,0.845837473239709,0.32964213383114077,0.5549057368375211,0.36747481704583634,1.064729453608342,0.6982820053273278,1.5586551754085136,0.7780191582533065,1.2567494589217796
2023-12-15,1.193897053289748,0.845420590299603,0.3321510897122053,0.5538362546885152,0.3700401404436981,1.06533611245992,0.7007611746049589,1.5574284567880203,0.7794097625265873,1.261654197316516
2023-12-18,1.165265435956228,0.8397031536610751,0.327007421564131,0.5615694245843273,0.37047371581001115,1.078702399716322,0.7057280680236515,1.5665432351568607,0.7597368609630604,1.2682579872233823
2023-12-19,1.163182741014201,0.8437437390338559,0.3244336623984802,0.5641844556528198,0.3699438008522599,1.0981297783579582,0.7009087273770521,1.5696443739904784,0.7635551584010823,1.2462216358264653
2023-12-20,1.1547881709885326,0.8504446703287599,0.33896699153782783,0.5767670355516425,0.38034367679765396,1.098236009713605,0.7154127898658404,1.5485975475632436,0.7655044341918192,1.256992727284585
2023-12-21,1.147798569065446,0.8485613410166682,0.3428519687469152,0.5760916179969601,0.3797437777676763,1.0927322913307174,0.7102868157251926,1.5455145589705206,0.7647176952050668,1.2522724828899794
2023-12-22,1.142550374236151,0.8498750734915892,0.33746040807473704,0.5723769706901133,0.37694042436862263,1.083387795457527,0.7066958357082356,1.5497053979514128,0.7747546441292741,1.2548284712904536
2023-12-26,1.134099363570088,0.8506872477910855,0.3397981174791652,0.5623732304464336,0.3847130739135793,1.0844255364744173,0.7047936365554484,1.5366620323096505,0.7805231694872127,1.266342451345209
2023-12-27,1.1369314743548729,0.8510106086606214,0.33949561800314754,0.555446460666857,0.38445489987472614,1.0836721441771435,0.7028423237502216,1.5344820202108802,0.7805114820509014,1.2676336736330573
2023-12-28,1.1340872509068167,0.8527140064081793,0.3399295641834583,0.5606316086743002,0.38754951933765913,1.0889032660091076,0.7032767916390045,1.5285942157209136,0.7811258490390599,1.2680976648548155
2023-12-29,1.1214148480500215,0.864021618540002,0.3396572136194604,0.5538133635479907,0.38011853318484135,1.0873177752990668,0.7035671947834251,1.5317979851702601,0.7801001868386883,1.2631059840090395
2024-01-02,1.1251509146592567,0.8673187579592265,0.3309468168065557,0.5447027843144758,0.3754485480603363,1.1040847028273804,0.6957295241545854,1.533164179241577,0.7816718975656946,1.2466717161298821
2024-01-03,1.1255810695039794,0.8678530408705678,0.32531670099501464,0.5401711684362355,0.37580635120326494,1.1144635449323013,0.6880115022018961,1.5325603006969375,0.7778902126369691,1.2557323458441332
2024-01-04,1.1184929764913771,0.8685565043504581,0.32841642356965306,0.5328235324996613,0.3745665276864263,1.1123736796097996,0.6897922791502251,1.545635247242892,0.7713878187877419,1.2564168614193585
2024-01-05,1.1176115908107729,0.8678030156547953,0.32504647741871534,0.5332583361585466,0.37334234880862444,1.1120518765625755,0.6884070431792029,1.5538432164368887,0.7758122832934092,1.2450576663444128
2024-01-08,1.124955604569752,0.8638125105142057,0.3215843907001285,0.5361062396095729,0.37043537765889856,1.1149708954993547,0.6833460760504261,1.5516821560322358,0.7454254311815582,1.2322355919194947
2024-01-09,1.1112003431781936,0.8660414845185952,0.31961847967150825,0.5371077054998213,0.34897336384654354,1.1010776048857414,0.6874387767772417,1.5506525557159458,0.7228493296980787,1.224388358506349
2024-01-10,1.111263541284656,0.8647702117364615,0.3172547871038339,0.5318487239307275,0.3485959964517129,1.0995462681545463,0.6886806107771669,1.553719760595085,0.7226875097703545,1.2231206810069162
2024-01-11,1.1129888846093814,0.8641601745005026,0.3191582524689435,0.5273721854846534,0.34940553849299716,1.0968487628012284,0.6899127428608827,1.546618577562366,0.7245795983201139,1.2276688738831845
2024-01-12,1.1083905164641272,0.8671063041560821,0.3230291115610023,0.523309820273997,0.35855034324149715,1.1065758385052624,0.6912366005088088,1.5192576713954724,0.7143731997507897,1.2079489109864885
